Date,Open,High,Low,Close,Volume
2025-07-28 06:52:00,214.48,214.48,214.4,214.4,51.0
2025-07-28 06:53:00,214.37,214.42,214.3,214.31,485.0
2025-07-28 06:54:00,214.33,214.44,214.32,214.44,65.0
2025-07-28 06:55:00,214.34,214.34,214.32,214.32,6.0
2025-07-28 06:56:00,214.39,214.39,214.3,214.3,593.0
2025-07-28 06:57:00,214.3,214.38,214.25,214.31,220.0
2025-07-28 06:58:00,214.32,214.33,214.32,214.33,100.0
2025-07-28 06:59:00,214.34,214.34,214.32,214.32,368.0
2025-07-28 07:00:00,214.3,214.46,214.26,214.35,5002.0
2025-07-28 07:01:00,214.3,214.33,214.26,214.27,465.0
2025-07-28 07:02:00,214.3,214.35,214.3,214.35,948.0
2025-07-28 07:03:00,214.33,214.5,214.33,214.47,9849.0
2025-07-28 07:04:00,214.45,214.45,214.4,214.42,735.0
2025-07-28 07:05:00,214.4,214.4,214.4,214.4,4.0
2025-07-28 07:06:00,214.38,214.39,214.33,214.35,487.0
2025-07-28 07:07:00,214.35,214.42,214.35,214.36,1475.0
2025-07-28 07:08:00,214.37,214.38,214.35,214.38,220.0
2025-07-28 07:09:00,214.38,214.38,214.34,214.34,1124.0
2025-07-28 07:10:00,214.34,214.34,214.34,214.34,65.0
2025-07-28 07:11:00,214.31,214.34,214.31,214.34,906.0
2025-07-28 07:12:00,214.35,214.45,214.35,214.41,1050.0
2025-07-28 07:13:00,214.4,214.42,214.4,214.41,97.0
2025-07-28 07:14:00,214.45,214.49,214.45,214.45,664.0
2025-07-28 07:15:00,214.47,214.47,214.33,214.42,399.0
2025-07-28 07:16:00,214.42,214.42,214.34,214.35,373.0
2025-07-28 07:17:00,214.35,214.39,214.31,214.31,127.0
2025-07-28 07:18:00,214.31,214.31,214.28,214.3,854.0
2025-07-28 07:19:00,214.28,214.3,214.28,214.3,37.0
2025-07-28 07:20:00,214.33,214.33,214.33,214.33,1.0
2025-07-28 07:21:00,214.33,214.35,214.3,214.35,139.0
2025-07-28 07:22:00,214.35,214.36,214.32,214.32,355.0
2025-07-28 07:23:00,214.33,214.37,214.31,214.35,119.0
2025-07-28 07:24:00,214.36,214.36,214.33,214.35,69.0
2025-07-28 07:25:00,214.35,214.39,214.34,214.39,20.0
2025-07-28 07:26:00,214.39,214.4,214.36,214.4,297.0
2025-07-28 07:27:00,214.4,214.45,214.4,214.45,437.0
2025-07-28 07:28:00,214.45,214.47,214.4,214.44,1119.0
2025-07-28 07:29:00,214.41,214.43,214.36,214.36,1311.0
2025-07-28 07:30:00,214.35,214.35,214.25,214.32,1885.0
2025-07-28 07:31:00,214.32,214.35,214.31,214.35,89.0
2025-07-28 07:32:00,214.35,214.38,214.31,214.37,500.0
2025-07-28 07:33:00,214.35,214.35,214.34,214.34,296.0
2025-07-28 07:34:00,214.33,214.35,214.33,214.35,2194.0
2025-07-28 07:35:00,214.36,214.38,214.36,214.38,121.0
2025-07-28 07:36:00,214.38,214.4,214.37,214.38,1788.0
2025-07-28 07:37:00,214.39,214.4,214.39,214.39,442.0
2025-07-28 07:38:00,214.39,214.39,214.37,214.37,1007.0
2025-07-28 07:39:00,214.4,214.42,214.37,214.42,3567.0
2025-07-28 07:40:00,214.45,214.46,214.4,214.45,433.0
2025-07-28 07:41:00,214.45,214.45,214.41,214.42,37.0
2025-07-28 07:42:00,214.41,214.45,214.37,214.42,740.0
2025-07-28 07:43:00,214.41,214.41,214.39,214.41,244.0
2025-07-28 07:44:00,214.4,214.4,214.4,214.4,1.0
2025-07-28 07:45:00,214.42,214.44,214.38,214.4,945.0
2025-07-28 07:46:00,214.4,214.4,214.37,214.39,123.0
2025-07-28 07:47:00,214.39,214.39,214.37,214.39,153.0
2025-07-28 07:48:00,214.39,214.39,214.31,214.32,5051.0
2025-07-28 07:49:00,214.3,214.32,214.29,214.32,751.0
2025-07-28 07:50:00,214.32,214.37,214.3,214.37,938.0
2025-07-28 07:51:00,214.36,214.37,214.34,214.34,37.0
2025-07-28 07:52:00,214.39,214.39,214.36,214.37,18.0
2025-07-28 07:53:00,214.35,214.35,214.28,214.33,1590.0
2025-07-28 07:54:00,214.31,214.35,214.31,214.31,63.0
2025-07-28 07:55:00,214.34,214.36,214.34,214.36,122.0
2025-07-28 07:56:00,214.36,214.37,214.36,214.36,18.0
2025-07-28 07:57:00,214.35,214.37,214.31,214.33,874.0
2025-07-28 07:58:00,214.32,214.32,214.25,214.27,739.0
2025-07-28 07:59:00,214.29,214.32,214.13,214.26,375.0
2025-07-28 08:00:00,214.32,214.94,213.346,214.31,87293.0
2025-07-28 08:01:00,214.31,214.93,214.26,214.37,3460.0
2025-07-28 08:02:00,214.2603,214.94,213.88,214.2601,2335.0
2025-07-28 08:03:00,214.37,214.39,214.2601,214.35,829.0
2025-07-28 08:04:00,214.26,214.3683,214.26,214.31,405.0
2025-07-28 08:05:00,214.35,214.4,213.88,214.32,1041.0
2025-07-28 08:06:00,214.34,214.4,214.26,214.34,3312.0
2025-07-28 08:07:00,214.39,214.39,214.34,214.35,707.0
2025-07-28 08:08:00,214.36,214.4,214.35,214.3952,597.0
2025-07-28 08:09:00,214.36,214.4,214.3119,214.4,521.0
2025-07-28 08:10:00,214.36,214.38,214.35,214.37,2213.0
2025-07-28 08:11:00,214.3511,214.39,214.3,214.3793,1327.0
2025-07-28 08:12:00,214.34,214.39,214.3,214.35,1521.0
2025-07-28 08:13:00,214.31,214.37,214.3,214.35,134.0
2025-07-28 08:14:00,214.3,214.37,214.26,214.26,1759.0
2025-07-28 08:15:00,214.26,214.3476,214.26,214.32,1434.0
2025-07-28 08:16:00,214.35,214.36,214.32,214.32,2084.0
2025-07-28 08:17:00,214.32,214.36,214.32,214.33,383.0
2025-07-28 08:18:00,214.32,214.35,214.29,214.31,673.0
2025-07-28 08:19:00,214.35,214.3517,214.29,214.3,948.0
2025-07-28 08:20:00,214.31,214.36,214.31,214.31,823.0
2025-07-28 08:21:00,214.33,214.36,214.31,214.33,364.0
2025-07-28 08:22:00,214.31,214.35,214.31,214.35,477.0
2025-07-28 08:23:00,214.34,214.36,214.31,214.35,838.0
2025-07-28 08:24:00,214.31,214.37,214.2995,214.37,1032.0
2025-07-28 08:25:00,214.34,214.37,214.31,214.31,814.0
2025-07-28 08:26:00,214.3212,214.39,214.3212,214.34,1116.0
2025-07-28 08:27:00,214.36,214.39,214.32,214.39,295.0
2025-07-28 08:28:00,214.37,214.37,214.32,214.34,103.0
2025-07-28 08:29:00,214.34,214.38,214.32,214.38,891.0
2025-07-28 08:30:00,214.35,214.3587,214.3,214.32,774.0
2025-07-28 08:31:00,214.31,214.4,214.31,214.4,3965.0
2025-07-28 08:32:00,214.35,214.4,214.3,214.33,874.0
2025-07-28 08:33:00,214.34,214.38,214.3,214.35,1711.0
2025-07-28 08:34:00,214.31,214.35,214.29,214.35,3444.0
2025-07-28 08:35:00,214.32,214.39,211.18,214.35,440.0
2025-07-28 08:36:00,214.38,214.38,214.3,214.3487,258.0
2025-07-28 08:37:00,214.32,214.34,214.3,214.3352,265.0
2025-07-28 08:38:00,214.32,214.34,214.3,214.34,420.0
2025-07-28 08:39:00,214.32,214.34,214.3,214.31,579.0
2025-07-28 08:40:00,214.31,214.35,214.3,214.35,519.0
2025-07-28 08:41:00,214.32,214.34,214.32,214.32,141.0
2025-07-28 08:42:00,214.32,214.36,214.32,214.36,809.0
2025-07-28 08:43:00,214.35,214.38,214.3,214.3,1368.0
2025-07-28 08:44:00,214.32,214.38,214.3019,214.3795,3480.0
2025-07-28 08:45:00,214.37,214.38,214.3,214.3,544.0
2025-07-28 08:46:00,214.36,214.38,214.31,214.3429,1034.0
2025-07-28 08:47:00,214.35,214.4,214.34,214.37,748.0
2025-07-28 08:48:00,214.38,214.4,214.35,214.4,605.0
2025-07-28 08:49:00,214.3501,214.4,214.32,214.35,490.0
2025-07-28 08:50:00,214.3486,214.38,214.32,214.38,1094.0
2025-07-28 08:51:00,214.38,214.38,214.35,214.36,267.0
2025-07-28 08:52:00,214.37,214.38,214.26,214.359,4401.0
2025-07-28 08:53:00,214.37,214.37,214.26,214.33,404.0
2025-07-28 08:54:00,214.33,214.36,214.28,214.3,223.0
2025-07-28 08:55:00,214.31,214.36,214.28,214.36,3573.0
2025-07-28 08:56:00,214.33,214.36,214.28,214.3,527.0
2025-07-28 08:57:00,214.3,214.36,214.28,214.3,555.0
2025-07-28 08:58:00,214.31,214.36,214.28,214.28,2175.0
2025-07-28 08:59:00,214.28,214.36,214.28,214.3588,685.0
2025-07-28 09:00:00,214.36,214.36,214.2895,214.31,634.0
2025-07-28 09:01:00,214.32,214.36,214.28,214.31,3560.0
2025-07-28 09:02:00,214.284,214.36,214.28,214.35,1549.0
2025-07-28 09:03:00,214.28,214.3499,214.26,214.27,4312.0
2025-07-28 09:04:00,214.28,214.28,214.21,214.21,2825.0
2025-07-28 09:05:00,214.21,214.26,214.1,214.13,3935.0
2025-07-28 09:06:00,214.18,214.2,214.05,214.05,7297.0
2025-07-28 09:07:00,214.17,214.2,214.03,214.05,1292.0
2025-07-28 09:08:00,214.15,214.15,214.05,214.05,716.0
2025-07-28 09:09:00,214.15,214.15,214.05,214.09,1659.0
2025-07-28 09:10:00,214.09,214.11,214.04,214.1,2759.0
2025-07-28 09:11:00,214.07,214.1,214.0,214.02,8699.0
2025-07-28 09:12:00,214.0298,214.08,214.0,214.0,3361.0
2025-07-28 09:13:00,214.05,214.05,214.0,214.03,4254.0
2025-07-28 09:14:00,214.03,214.08,214.0,214.08,7777.0
2025-07-28 09:15:00,214.07,214.15,214.07,214.13,3795.0
2025-07-28 09:16:00,214.11,214.1297,214.0,214.01,3380.0
2025-07-28 09:17:00,214.03,214.15,214.03,214.0312,661.0
2025-07-28 09:18:00,214.1,214.15,214.07,214.0721,2935.0
2025-07-28 09:19:00,214.08,214.15,214.07,214.0812,649.0
2025-07-28 09:20:00,214.09,214.14,214.01,214.07,2229.0
2025-07-28 09:21:00,214.0817,214.09,214.01,214.0101,739.0
2025-07-28 09:22:00,214.03,214.1,214.02,214.056,1421.0
2025-07-28 09:23:00,214.08,214.15,214.08,214.15,830.0
2025-07-28 09:24:00,214.14,214.15,214.0212,214.11,4386.0
2025-07-28 09:25:00,214.1,214.15,213.87,213.95,19939.0
2025-07-28 09:26:00,214.02,214.1297,213.9503,214.0,1241.0
2025-07-28 09:27:00,214.0717,214.08,213.95,213.98,13732.0
2025-07-28 09:28:00,214.0,214.0769,213.95,214.05,3924.0
2025-07-28 09:29:00,214.03,214.08,213.9583,214.01,4011.0
2025-07-28 09:30:00,214.03,214.28,213.62,213.64,789505.0
2025-07-28 09:31:00,213.63,214.67,213.58,214.57,331206.0
2025-07-28 09:32:00,214.5149,214.59,214.0,214.1,169551.0
2025-07-28 09:33:00,214.1,214.19,213.96,214.07,152361.0
2025-07-28 09:34:00,214.05,214.15,213.87,214.1,129271.0
2025-07-28 09:35:00,214.105,214.45,214.02,214.22,146928.0
2025-07-28 09:36:00,214.22,214.455,214.14,214.305,108192.0
2025-07-28 09:37:00,214.3,214.33,214.03,214.09,113505.0
2025-07-28 09:38:00,214.1,214.15,213.92,214.0795,217367.0
2025-07-28 09:39:00,214.075,214.15,213.9,213.91,104825.0
2025-07-28 09:40:00,213.91,214.0048,213.7,213.92,127069.0
2025-07-28 09:41:00,213.9,213.96,213.84,213.935,96167.0
2025-07-28 09:42:00,213.9394,213.9394,213.73,213.78,74763.0
2025-07-28 09:43:00,213.805,213.815,213.59,213.7,116758.0
2025-07-28 09:44:00,213.685,213.84,213.685,213.7998,104067.0
2025-07-28 09:45:00,213.7865,214.2199,213.72,214.1,202193.0
2025-07-28 09:46:00,214.091,214.16,213.975,213.98,112806.0
2025-07-28 09:47:00,213.98,214.02,213.93,213.99,90042.0
2025-07-28 09:48:00,213.98,214.02,213.86,213.9107,91488.0
2025-07-28 09:49:00,213.9101,213.93,213.73,213.9,140266.0
2025-07-28 09:50:00,213.9133,213.93,213.84,213.9,66681.0
2025-07-28 09:51:00,213.9,213.91,213.74,213.9,91318.0
2025-07-28 09:52:00,213.9,213.9,213.795,213.8307,61086.0
2025-07-28 09:53:00,213.83,213.955,213.8,213.955,59429.0
2025-07-28 09:54:00,213.95,213.955,213.84,213.855,74643.0
2025-07-28 09:55:00,213.87,213.97,213.84,213.88,75744.0
2025-07-28 09:56:00,213.885,213.97,213.79,213.96,100707.0
2025-07-28 09:57:00,213.96,213.99,213.82,213.91,101176.0
2025-07-28 09:58:00,213.905,214.13,213.87,213.98,179263.0
2025-07-28 09:59:00,213.965,213.995,213.88,213.9,137312.0
2025-07-28 10:00:00,213.93,214.18,213.86,214.17,133382.0
2025-07-28 10:01:00,214.1627,214.22,214.1,214.13,130356.0
2025-07-28 10:02:00,214.13,214.22,214.04,214.17,104952.0
2025-07-28 10:03:00,214.16,214.19,214.0405,214.06,84130.0
2025-07-28 10:04:00,214.06,214.245,214.02,214.24,77599.0
2025-07-28 10:05:00,214.235,214.515,214.2301,214.3798,238373.0
2025-07-28 10:06:00,214.375,214.5086,214.35,214.4,81749.0
2025-07-28 10:07:00,214.39,214.5,214.37,214.431,83317.0
2025-07-28 10:08:00,214.43,214.55,214.4201,214.5,103170.0
2025-07-28 10:09:00,214.49,214.53,214.4745,214.49,73642.0
2025-07-28 10:10:00,214.485,214.54,214.44,214.49,86339.0
2025-07-28 10:11:00,214.5,214.51,214.38,214.42,90804.0
2025-07-28 10:12:00,214.43,214.44,214.24,214.3225,95333.0
2025-07-28 10:13:00,214.33,214.49,214.31,214.483,64152.0
2025-07-28 10:14:00,214.47,214.685,214.465,214.62,280222.0
2025-07-28 10:15:00,214.62,214.66,214.4886,214.528,159538.0
2025-07-28 10:16:00,214.5299,214.615,214.505,214.605,69023.0
2025-07-28 10:17:00,214.61,214.74,214.59,214.7,117964.0
2025-07-28 10:18:00,214.69,214.73,214.6,214.64,98221.0
2025-07-28 10:19:00,214.64,214.7,214.56,214.59,83861.0
2025-07-28 10:20:00,214.58,214.67,214.52,214.605,86821.0
2025-07-28 10:21:00,214.61,214.61,214.36,214.4647,112010.0
2025-07-28 10:22:00,214.45,214.56,214.42,214.4902,92057.0
2025-07-28 10:23:00,214.5,214.51,214.41,214.41,63931.0
2025-07-28 10:24:00,214.405,214.46,214.3501,214.46,71934.0
2025-07-28 10:25:00,214.46,214.47,214.365,214.44,61306.0
2025-07-28 10:26:00,214.45,214.525,214.42,214.515,112081.0
2025-07-28 10:27:00,214.515,214.55,214.47,214.5,78066.0
2025-07-28 10:28:00,214.51,214.58,214.485,214.579,46187.0
2025-07-28 10:29:00,214.57,214.645,214.52,214.52,69197.0
2025-07-28 10:30:00,214.535,214.65,214.51,214.52,100389.0
2025-07-28 10:31:00,214.51,214.735,214.51,214.7001,80181.0
2025-07-28 10:32:00,214.71,214.75,214.6389,214.64,95024.0
2025-07-28 10:33:00,214.635,214.64,214.46,214.47,73137.0
2025-07-28 10:34:00,214.48,214.61,214.478,214.56,93980.0
2025-07-28 10:35:00,214.55,214.67,214.54,214.645,75484.0
2025-07-28 10:36:00,214.65,214.77,214.63,214.675,105802.0
2025-07-28 10:37:00,214.68,214.75,214.64,214.6922,59526.0
2025-07-28 10:38:00,214.7,214.815,214.69,214.79,102310.0
2025-07-28 10:39:00,214.785,214.845,214.734,214.825,89652.0
2025-07-28 10:40:00,214.825,214.825,214.68,214.71,141381.0
2025-07-28 10:41:00,214.707,214.7288,214.67,214.7288,46844.0
2025-07-28 10:42:00,214.735,214.76,214.68,214.7,61841.0
2025-07-28 10:43:00,214.71,214.72,214.62,214.64,91773.0
2025-07-28 10:44:00,214.645,214.655,214.48,214.495,146732.0
2025-07-28 10:45:00,214.4948,214.53,214.46,214.505,55156.0
2025-07-28 10:46:00,214.505,214.52,214.4652,214.4999,32364.0
2025-07-28 10:47:00,214.495,214.56,214.46,214.53,75047.0
2025-07-28 10:48:00,214.54,214.54,214.4835,214.52,37176.0
2025-07-28 10:49:00,214.525,214.53,214.455,214.48,31234.0
2025-07-28 10:50:00,214.48,214.53,214.47,214.5101,37887.0
2025-07-28 10:51:00,214.51,214.545,214.48,214.5,53855.0
2025-07-28 10:52:00,214.5,214.5,214.4218,214.4467,48617.0
2025-07-28 10:53:00,214.45,214.55,214.45,214.4596,69519.0
2025-07-28 10:54:00,214.445,214.5,214.43,214.49,38922.0
2025-07-28 10:55:00,214.48,214.54,214.44,214.44,65035.0
